TOP.591013fd.00083535	START
TOP.59101fd4.00067711	user_options->username	0
TOP.59101fd4.00067711	user_options->veracrypt_pim	0
TOP.59101fd4.00067711	user_options->version	0
TOP.59101fd4.00067711	user_options->weak_hash_threshold	100
TOP.59101fd4.00067711	user_options->workload_profile	2
TOP.59101fd4.00067711	proc_start	1494228948
TOP.59101fd4.00067711	proc_stop	1494228948
TOP.59101fd4.00067711	STOP
TOP.5910202e.000d7968	START
TOP.5910202e.000d7968	user_options->separator	:
TOP.5910202e.000d7968	user_options->rule_buf_l	:
TOP.5910202e.000d7968	user_options->rule_buf_r	:
TOP.5910202e.000d7968	user_options->session	hashcat
TOP.5910202e.000d7968	user_options->limit	0
TOP.5910202e.000d7968	user_options->skip	0
TOP.5910202e.000d7968	user_options->attack_mode	0
TOP.5910202e.000d7968	user_options->benchmark	0
TOP.5910202e.000d7968	user_options->bitmap_max	24
TOP.5910202e.000d7968	user_options->bitmap_min	16
TOP.5910202e.000d7968	user_options->debug_mode	0
TOP.5910202e.000d7968	user_options->force	0
TOP.5910202e.000d7968	user_options->gpu_temp_abort	90
TOP.5910202e.000d7968	user_options->gpu_temp_disable	0
TOP.5910202e.000d7968	user_options->gpu_temp_retain	0
TOP.5910202e.000d7968	user_options->hash_mode	0
TOP.5910202e.000d7968	user_options->hex_charset	0
TOP.5910202e.000d7968	user_options->hex_salt	0
TOP.5910202e.000d7968	user_options->hex_wordlist	0
TOP.5910202e.000d7968	user_options->increment	0
TOP.5910202e.000d7968	user_options->increment_max	54
TOP.5910202e.000d7968	user_options->increment_min	1
TOP.5910202e.000d7968	user_options->keep_guessing	0
TOP.5910202e.000d7968	user_options->kernel_accel	0
TOP.5910202e.000d7968	user_options->kernel_loops	0
TOP.5910202e.000d7968	user_options->keyspace	0
TOP.5910202e.000d7968	user_options->left	0
TOP.5910202e.000d7968	user_options->logfile_disable	0
TOP.5910202e.000d7968	user_options->loopback	0
TOP.5910202e.000d7968	user_options->machine_readable	0
TOP.5910202e.000d7968	user_options->markov_classic	0
TOP.5910202e.000d7968	user_options->markov_disable	0
TOP.5910202e.000d7968	user_options->markov_threshold	256
TOP.5910202e.000d7968	user_options->nvidia_spin_damp	100
TOP.5910202e.000d7968	user_options->opencl_info	0
TOP.5910202e.000d7968	user_options->opencl_vector_width	0
TOP.5910202e.000d7968	user_options->outfile_autohex	1
TOP.5910202e.000d7968	user_options->outfile_check_timer	5
TOP.5910202e.000d7968	user_options->outfile_format	3
TOP.5910202e.000d7968	user_options->potfile_disable	0
TOP.5910202e.000d7968	user_options->powertune_enable	0
TOP.5910202e.000d7968	user_options->quiet	0
TOP.5910202e.000d7968	user_options->remove	0
TOP.5910202e.000d7968	user_options->remove_timer	60
TOP.5910202e.000d7968	user_options->restore	0
TOP.5910202e.000d7968	user_options->restore_disable	0
TOP.5910202e.000d7968	user_options->restore_timer	60
TOP.5910202e.000d7968	user_options->rp_files_cnt	0
TOP.5910202e.000d7968	user_options->rp_gen	0
TOP.5910202e.000d7968	user_options->rp_gen_func_max	4
TOP.5910202e.000d7968	user_options->rp_gen_func_min	1
TOP.5910202e.000d7968	user_options->rp_gen_seed	0
TOP.5910202e.000d7968	user_options->runtime	0
TOP.5910202e.000d7968	user_options->scrypt_tmto	0
TOP.5910202e.000d7968	user_options->segment_size	33554432
TOP.5910202e.000d7968	user_options->show	0
TOP.5910202e.000d7968	user_options->status	1
TOP.5910202e.000d7968	user_options->status_timer	10
TOP.5910202e.000d7968	user_options->stdout_flag	0
TOP.5910202e.000d7968	user_options->speed_only	0
TOP.5910202e.000d7968	user_options->progress_only	0
TOP.5910202e.000d7968	user_options->usage	0
TOP.5910202e.000d7968	user_options->username	0
TOP.5910202e.000d7968	user_options->veracrypt_pim	0
TOP.5910202e.000d7968	user_options->version	0
TOP.5910202e.000d7968	user_options->weak_hash_threshold	100
TOP.5910202e.000d7968	user_options->workload_profile	2
TOP.5910202e.000d7968	proc_start	1494229038
TOP.5910202e.000d7968	proc_stop	1494229038
TOP.5910202e.000d7968	STOP
TOP.5910206a.000b1ea7	START
TOP.5910206a.000b1ea7	user_options->separator	:
TOP.5910206a.000b1ea7	user_options->rule_buf_l	:
TOP.5910206a.000b1ea7	user_options->rule_buf_r	:
TOP.5910206a.000b1ea7	user_options->session	hashcat
TOP.5910206a.000b1ea7	user_options->limit	0
TOP.5910206a.000b1ea7	user_options->skip	0
TOP.5910206a.000b1ea7	user_options->attack_mode	0
TOP.5910206a.000b1ea7	user_options->benchmark	0
TOP.5910206a.000b1ea7	user_options->bitmap_max	24
TOP.5910206a.000b1ea7	user_options->bitmap_min	16
TOP.5910206a.000b1ea7	user_options->debug_mode	0
TOP.5910206a.000b1ea7	user_options->force	0
TOP.5910206a.000b1ea7	user_options->gpu_temp_abort	90
TOP.5910206a.000b1ea7	user_options->gpu_temp_disable	0
TOP.5910206a.000b1ea7	user_options->gpu_temp_retain	0
TOP.5910206a.000b1ea7	user_options->hash_mode	0
TOP.5910206a.000b1ea7	user_options->hex_charset	0
TOP.5910206a.000b1ea7	user_options->hex_salt	0
TOP.5910206a.000b1ea7	user_options->hex_wordlist	0
TOP.5910206a.000b1ea7	user_options->increment	0
TOP.5910206a.000b1ea7	user_options->increment_max	54
TOP.5910206a.000b1ea7	user_options->increment_min	1
TOP.5910206a.000b1ea7	user_options->keep_guessing	0
TOP.5910206a.000b1ea7	user_options->kernel_accel	0
TOP.5910206a.000b1ea7	user_options->kernel_loops	0
TOP.5910206a.000b1ea7	user_options->keyspace	0
TOP.5910206a.000b1ea7	user_options->left	0
TOP.5910206a.000b1ea7	user_options->logfile_disable	0
TOP.5910206a.000b1ea7	user_options->loopback	0
TOP.5910206a.000b1ea7	user_options->machine_readable	0
TOP.5910206a.000b1ea7	user_options->markov_classic	0
TOP.5910206a.000b1ea7	user_options->markov_disable	0
TOP.5910206a.000b1ea7	user_options->markov_threshold	256
TOP.5910206a.000b1ea7	user_options->nvidia_spin_damp	100
TOP.5910206a.000b1ea7	user_options->opencl_info	0
TOP.5910206a.000b1ea7	user_options->opencl_vector_width	0
TOP.5910206a.000b1ea7	user_options->outfile_autohex	1
TOP.5910206a.000b1ea7	user_options->outfile_check_timer	5
TOP.5910206a.000b1ea7	user_options->outfile_format	3
TOP.5910206a.000b1ea7	user_options->potfile_disable	0
TOP.5910206a.000b1ea7	user_options->powertune_enable	0
TOP.5910206a.000b1ea7	user_options->quiet	0
TOP.5910206a.000b1ea7	user_options->remove	0
TOP.5910206a.000b1ea7	user_options->remove_timer	60
TOP.5910206a.000b1ea7	user_options->restore	0
TOP.5910206a.000b1ea7	user_options->restore_disable	0
TOP.5910206a.000b1ea7	user_options->restore_timer	60
TOP.5910206a.000b1ea7	user_options->rp_files_cnt	0
TOP.5910206a.000b1ea7	user_options->rp_gen	0
TOP.5910206a.000b1ea7	user_options->rp_gen_func_max	4
TOP.5910206a.000b1ea7	user_options->rp_gen_func_min	1
TOP.5910206a.000b1ea7	user_options->rp_gen_seed	0
TOP.5910206a.000b1ea7	user_options->runtime	0
TOP.5910206a.000b1ea7	user_options->scrypt_tmto	0
TOP.5910206a.000b1ea7	user_options->segment_size	33554432
TOP.5910206a.000b1ea7	user_options->show	0
TOP.5910206a.000b1ea7	user_options->status	1
TOP.5910206a.000b1ea7	user_options->status_timer	10
TOP.5910206a.000b1ea7	user_options->stdout_flag	0
TOP.5910206a.000b1ea7	user_options->speed_only	0
TOP.5910206a.000b1ea7	user_options->progress_only	0
TOP.5910206a.000b1ea7	user_options->usage	0
TOP.5910206a.000b1ea7	user_options->username	0
TOP.5910206a.000b1ea7	user_options->veracrypt_pim	0
TOP.5910206a.000b1ea7	user_options->version	0
TOP.5910206a.000b1ea7	user_options->weak_hash_threshold	100
TOP.5910206a.000b1ea7	user_options->workload_profile	2
TOP.5910206a.000b1ea7	hashes->hashfile	/tmp/crackme
TOP.5910206a.000b1ea7	hashes->hashlist_mode	4
TOP.5910206a.000b1ea7	hashes->hashlist_format	0
TOP.5910206a.000b1ea7	hashes->hashes_cnt	0
TOP.5910206a.000b1ea7	hashes->digests_cnt	1
TOP.5910206a.000b1ea7	hashes->digests_done	0
TOP.5910206a.000b1ea7	hashes->salts_cnt	1
TOP.5910206a.000b1ea7	hashes->salts_done	0
TOP.5910206a.000b1ea7	SUB.5910206d.00082bf0	START
TOP.5910217f.00037333	START
TOP.5910217f.00037333	user_options->separator	:
TOP.5910217f.00037333	user_options->custom_charset_1	?l?d?u
TOP.5910217f.00037333	user_options->custom_charset_2	?l?d
TOP.5910217f.00037333	user_options->custom_charset_3	?l?d*!$@_
TOP.5910217f.00037333	user_options->rule_buf_l	:
TOP.5910217f.00037333	user_options->rule_buf_r	:
TOP.5910217f.00037333	user_options->session	hashcat
TOP.5910217f.00037333	user_options->limit	0
TOP.5910217f.00037333	user_options->skip	0
TOP.5910217f.00037333	user_options->attack_mode	3
TOP.5910217f.00037333	user_options->benchmark	0
TOP.5910217f.00037333	user_options->bitmap_max	24
TOP.5910217f.00037333	user_options->bitmap_min	16
TOP.5910217f.00037333	user_options->debug_mode	0
TOP.5910217f.00037333	user_options->force	0
TOP.5910217f.00037333	user_options->gpu_temp_abort	90
TOP.5910217f.00037333	user_options->gpu_temp_disable	0
TOP.5910217f.00037333	user_options->gpu_temp_retain	0
TOP.5910217f.00037333	user_options->hash_mode	0
TOP.5910217f.00037333	user_options->hex_charset	0
TOP.5910217f.00037333	user_options->hex_salt	0
TOP.5910217f.00037333	user_options->hex_wordlist	0
TOP.5910217f.00037333	user_options->increment	1
TOP.5910217f.00037333	user_options->increment_max	54
TOP.5910217f.00037333	user_options->increment_min	1
TOP.5910217f.00037333	user_options->keep_guessing	0
TOP.5910217f.00037333	user_options->kernel_accel	0
TOP.5910217f.00037333	user_options->kernel_loops	0
TOP.5910217f.00037333	user_options->keyspace	0
TOP.5910217f.00037333	user_options->left	0
TOP.5910217f.00037333	user_options->logfile_disable	0
TOP.5910217f.00037333	user_options->loopback	0
TOP.5910217f.00037333	user_options->machine_readable	0
TOP.5910217f.00037333	user_options->markov_classic	0
TOP.5910217f.00037333	user_options->markov_disable	0
TOP.5910217f.00037333	user_options->markov_threshold	256
TOP.5910217f.00037333	user_options->nvidia_spin_damp	100
TOP.5910217f.00037333	user_options->opencl_info	0
TOP.5910217f.00037333	user_options->opencl_vector_width	0
TOP.5910217f.00037333	user_options->outfile_autohex	1
TOP.5910217f.00037333	user_options->outfile_check_timer	5
TOP.5910217f.00037333	user_options->outfile_format	3
TOP.5910217f.00037333	user_options->potfile_disable	0
TOP.5910217f.00037333	user_options->powertune_enable	0
TOP.5910217f.00037333	user_options->quiet	0
TOP.5910217f.00037333	user_options->remove	0
TOP.5910217f.00037333	user_options->remove_timer	60
TOP.5910217f.00037333	user_options->restore	0
TOP.5910217f.00037333	user_options->restore_disable	0
TOP.5910217f.00037333	user_options->restore_timer	60
TOP.5910217f.00037333	user_options->rp_files_cnt	0
TOP.5910217f.00037333	user_options->rp_gen	0
TOP.5910217f.00037333	user_options->rp_gen_func_max	4
TOP.5910217f.00037333	user_options->rp_gen_func_min	1
TOP.5910217f.00037333	user_options->rp_gen_seed	0
TOP.5910217f.00037333	user_options->runtime	0
TOP.5910217f.00037333	user_options->scrypt_tmto	0
TOP.5910217f.00037333	user_options->segment_size	33554432
TOP.5910217f.00037333	user_options->show	0
TOP.5910217f.00037333	user_options->status	0
TOP.5910217f.00037333	user_options->status_timer	10
TOP.5910217f.00037333	user_options->stdout_flag	0
TOP.5910217f.00037333	user_options->speed_only	0
TOP.5910217f.00037333	user_options->progress_only	0
TOP.5910217f.00037333	user_options->usage	0
TOP.5910217f.00037333	user_options->username	0
TOP.5910217f.00037333	user_options->veracrypt_pim	0
TOP.5910217f.00037333	user_options->version	0
TOP.5910217f.00037333	user_options->weak_hash_threshold	0
TOP.5910217f.00037333	user_options->workload_profile	2
TOP.5910217f.00037333	hashes->hashfile	/tmp/crackme
TOP.5910217f.00037333	hashes->hashlist_mode	4
TOP.5910217f.00037333	hashes->hashlist_format	0
TOP.5910217f.00037333	hashes->hashes_cnt	0
TOP.5910217f.00037333	hashes->digests_cnt	1
TOP.5910217f.00037333	hashes->digests_done	0
TOP.5910217f.00037333	hashes->salts_cnt	1
TOP.5910217f.00037333	hashes->salts_done	0
TOP.5910217f.00037333	SUB.59102180.0005521d	START
TOP.5910217f.00037333	SUB.59102180.0005521d	mask_ctx->mask	?1
TOP.5910217f.00037333	SUB.59102180.0005521d	runtime_start	1494229376
TOP.5910217f.00037333	SUB.59102180.0005521d	runtime_stop	1494229376
TOP.5910217f.00037333	SUB.59102180.0005521d	status-after-work	5
TOP.5910217f.00037333	SUB.59102180.0005521d	STOP
TOP.5910217f.00037333	proc_start	1494229375
TOP.5910217f.00037333	proc_stop	1494229377
TOP.5910217f.00037333	STOP
TOP.5910223d.00071cec	START
TOP.5910223d.00071cec	user_options->separator	:
TOP.5910223d.00071cec	user_options->custom_charset_1	?l?d?u
TOP.5910223d.00071cec	user_options->custom_charset_2	?l?d
TOP.5910223d.00071cec	user_options->custom_charset_3	?l?d*!$@_
TOP.5910223d.00071cec	user_options->rule_buf_l	:
TOP.5910223d.00071cec	user_options->rule_buf_r	:
TOP.5910223d.00071cec	user_options->session	hashcat
TOP.5910223d.00071cec	user_options->limit	0
TOP.5910223d.00071cec	user_options->skip	0
TOP.5910223d.00071cec	user_options->attack_mode	3
TOP.5910223d.00071cec	user_options->benchmark	0
TOP.5910223d.00071cec	user_options->bitmap_max	24
TOP.5910223d.00071cec	user_options->bitmap_min	16
TOP.5910223d.00071cec	user_options->debug_mode	0
TOP.5910223d.00071cec	user_options->force	0
TOP.5910223d.00071cec	user_options->gpu_temp_abort	90
TOP.5910223d.00071cec	user_options->gpu_temp_disable	0
TOP.5910223d.00071cec	user_options->gpu_temp_retain	0
TOP.5910223d.00071cec	user_options->hash_mode	0
TOP.5910223d.00071cec	user_options->hex_charset	0
TOP.5910223d.00071cec	user_options->hex_salt	0
TOP.5910223d.00071cec	user_options->hex_wordlist	0
TOP.5910223d.00071cec	user_options->increment	1
TOP.5910223d.00071cec	user_options->increment_max	54
TOP.5910223d.00071cec	user_options->increment_min	1
TOP.5910223d.00071cec	user_options->keep_guessing	0
TOP.5910223d.00071cec	user_options->kernel_accel	0
TOP.5910223d.00071cec	user_options->kernel_loops	0
TOP.5910223d.00071cec	user_options->keyspace	0
TOP.5910223d.00071cec	user_options->left	0
TOP.5910223d.00071cec	user_options->logfile_disable	0
TOP.5910223d.00071cec	user_options->loopback	0
TOP.5910223d.00071cec	user_options->machine_readable	0
TOP.5910223d.00071cec	user_options->markov_classic	0
TOP.5910223d.00071cec	user_options->markov_disable	0
TOP.5910223d.00071cec	user_options->markov_threshold	256
TOP.5910223d.00071cec	user_options->nvidia_spin_damp	100
TOP.5910223d.00071cec	user_options->opencl_info	0
TOP.5910223d.00071cec	user_options->opencl_vector_width	0
TOP.5910223d.00071cec	user_options->outfile_autohex	1
TOP.5910223d.00071cec	user_options->outfile_check_timer	5
TOP.5910223d.00071cec	user_options->outfile_format	3
TOP.5910223d.00071cec	user_options->potfile_disable	0
TOP.5910223d.00071cec	user_options->powertune_enable	0
TOP.5910223d.00071cec	user_options->quiet	0
TOP.5910223d.00071cec	user_options->remove	0
TOP.5910223d.00071cec	user_options->remove_timer	60
TOP.5910223d.00071cec	user_options->restore	0
TOP.5910223d.00071cec	user_options->restore_disable	0
TOP.5910223d.00071cec	user_options->restore_timer	60
TOP.5910223d.00071cec	user_options->rp_files_cnt	0
TOP.5910223d.00071cec	user_options->rp_gen	0
TOP.5910223d.00071cec	user_options->rp_gen_func_max	4
TOP.5910223d.00071cec	user_options->rp_gen_func_min	1
TOP.5910223d.00071cec	user_options->rp_gen_seed	0
TOP.5910223d.00071cec	user_options->runtime	0
TOP.5910223d.00071cec	user_options->scrypt_tmto	0
TOP.5910223d.00071cec	user_options->segment_size	33554432
TOP.5910223d.00071cec	user_options->show	0
TOP.5910223d.00071cec	user_options->status	0
TOP.5910223d.00071cec	user_options->status_timer	10
TOP.5910223d.00071cec	user_options->stdout_flag	0
TOP.5910223d.00071cec	user_options->speed_only	0
TOP.5910223d.00071cec	user_options->progress_only	0
TOP.5910223d.00071cec	user_options->usage	0
TOP.5910223d.00071cec	user_options->username	0
TOP.5910223d.00071cec	user_options->veracrypt_pim	0
TOP.5910223d.00071cec	user_options->version	0
TOP.5910223d.00071cec	user_options->weak_hash_threshold	0
TOP.5910223d.00071cec	user_options->workload_profile	2
TOP.5910223d.00071cec	proc_start	1494229565
TOP.5910223d.00071cec	proc_stop	1494229565
TOP.5910223d.00071cec	STOP
TOP.591022a9.000e001a	START
TOP.591022a9.000e001a	user_options->separator	:
TOP.591022a9.000e001a	user_options->custom_charset_1	?l?d?u
TOP.591022a9.000e001a	user_options->custom_charset_2	?l?d
TOP.591022a9.000e001a	user_options->custom_charset_3	?l?d*!$@_
TOP.591022a9.000e001a	user_options->rule_buf_l	:
TOP.591022a9.000e001a	user_options->rule_buf_r	:
TOP.591022a9.000e001a	user_options->session	hashcat
TOP.591022a9.000e001a	user_options->limit	0
TOP.591022a9.000e001a	user_options->skip	0
TOP.591022a9.000e001a	user_options->attack_mode	3
TOP.591022a9.000e001a	user_options->benchmark	0
TOP.591022a9.000e001a	user_options->bitmap_max	24
TOP.591022a9.000e001a	user_options->bitmap_min	16
TOP.591022a9.000e001a	user_options->debug_mode	0
TOP.591022a9.000e001a	user_options->force	0
TOP.591022a9.000e001a	user_options->gpu_temp_abort	90
TOP.591022a9.000e001a	user_options->gpu_temp_disable	0
TOP.591022a9.000e001a	user_options->gpu_temp_retain	0
TOP.591022a9.000e001a	user_options->hash_mode	0
TOP.591022a9.000e001a	user_options->hex_charset	0
TOP.591022a9.000e001a	user_options->hex_salt	0
TOP.591022a9.000e001a	user_options->hex_wordlist	0
TOP.591022a9.000e001a	user_options->increment	1
TOP.591022a9.000e001a	user_options->increment_max	54
TOP.591022a9.000e001a	user_options->increment_min	1
TOP.591022a9.000e001a	user_options->keep_guessing	0
TOP.591022a9.000e001a	user_options->kernel_accel	0
TOP.591022a9.000e001a	user_options->kernel_loops	0
TOP.591022a9.000e001a	user_options->keyspace	0
TOP.591022a9.000e001a	user_options->left	0
TOP.591022a9.000e001a	user_options->logfile_disable	0
TOP.591022a9.000e001a	user_options->loopback	0
TOP.591022a9.000e001a	user_options->machine_readable	0
TOP.591022a9.000e001a	user_options->markov_classic	0
TOP.591022a9.000e001a	user_options->markov_disable	0
TOP.591022a9.000e001a	user_options->markov_threshold	256
TOP.591022a9.000e001a	user_options->nvidia_spin_damp	100
TOP.591022a9.000e001a	user_options->opencl_info	0
TOP.591022a9.000e001a	user_options->opencl_vector_width	0
TOP.591022a9.000e001a	user_options->outfile_autohex	1
TOP.591022a9.000e001a	user_options->outfile_check_timer	5
TOP.591022a9.000e001a	user_options->outfile_format	3
TOP.591022a9.000e001a	user_options->potfile_disable	0
TOP.591022a9.000e001a	user_options->powertune_enable	0
TOP.591022a9.000e001a	user_options->quiet	0
TOP.591022a9.000e001a	user_options->remove	0
TOP.591022a9.000e001a	user_options->remove_timer	60
TOP.591022a9.000e001a	user_options->restore	0
TOP.591022a9.000e001a	user_options->restore_disable	0
TOP.591022a9.000e001a	user_options->restore_timer	60
TOP.591022a9.000e001a	user_options->rp_files_cnt	0
TOP.591022a9.000e001a	user_options->rp_gen	0
TOP.591022a9.000e001a	user_options->rp_gen_func_max	4
TOP.591022a9.000e001a	user_options->rp_gen_func_min	1
TOP.591022a9.000e001a	user_options->rp_gen_seed	0
TOP.591022a9.000e001a	user_options->runtime	0
TOP.591022a9.000e001a	user_options->scrypt_tmto	0
TOP.591022a9.000e001a	user_options->segment_size	33554432
TOP.591022a9.000e001a	user_options->show	0
TOP.591022a9.000e001a	user_options->status	0
TOP.591022a9.000e001a	user_options->status_timer	10
TOP.591022a9.000e001a	user_options->stdout_flag	0
TOP.591022a9.000e001a	user_options->speed_only	0
TOP.591022a9.000e001a	user_options->progress_only	0
TOP.591022a9.000e001a	user_options->usage	0
TOP.591022a9.000e001a	user_options->username	0
TOP.591022a9.000e001a	user_options->veracrypt_pim	0
TOP.591022a9.000e001a	user_options->version	0
TOP.591022a9.000e001a	user_options->weak_hash_threshold	0
TOP.591022a9.000e001a	user_options->workload_profile	2
TOP.591022a9.000e001a	proc_start	1494229673
TOP.591022a9.000e001a	proc_stop	1494229674
TOP.591022a9.000e001a	STOP
TOP.591022c6.000245b2	START
TOP.591022c6.000245b2	user_options->separator	:
TOP.591022c6.000245b2	user_options->custom_charset_1	?l?d?u
TOP.591022c6.000245b2	user_options->custom_charset_2	?l?d
TOP.591022c6.000245b2	user_options->custom_charset_3	?l?d*!$@_
TOP.591022c6.000245b2	user_options->rule_buf_l	:
TOP.591022c6.000245b2	user_options->rule_buf_r	:
TOP.591022c6.000245b2	user_options->session	hashcat
TOP.591022c6.000245b2	user_options->limit	0
TOP.591022c6.000245b2	user_options->skip	0
TOP.591022c6.000245b2	user_options->attack_mode	3
TOP.591022c6.000245b2	user_options->benchmark	0
TOP.591022c6.000245b2	user_options->bitmap_max	24
TOP.591022c6.000245b2	user_options->bitmap_min	16
TOP.591022c6.000245b2	user_options->debug_mode	0
TOP.591022c6.000245b2	user_options->force	0
TOP.591022c6.000245b2	user_options->gpu_temp_abort	90
TOP.591022c6.000245b2	user_options->gpu_temp_disable	0
TOP.591022c6.000245b2	user_options->gpu_temp_retain	0
TOP.591022c6.000245b2	user_options->hash_mode	0
TOP.591022c6.000245b2	user_options->hex_charset	0
TOP.591022c6.000245b2	user_options->hex_salt	0
TOP.591022c6.000245b2	user_options->hex_wordlist	0
TOP.591022c6.000245b2	user_options->increment	1
TOP.591022c6.000245b2	user_options->increment_max	54
TOP.591022c6.000245b2	user_options->increment_min	1
TOP.591022c6.000245b2	user_options->keep_guessing	0
TOP.591022c6.000245b2	user_options->kernel_accel	0
TOP.591022c6.000245b2	user_options->kernel_loops	0
TOP.591022c6.000245b2	user_options->keyspace	0
TOP.591022c6.000245b2	user_options->left	0
TOP.591022c6.000245b2	user_options->logfile_disable	0
TOP.591022c6.000245b2	user_options->loopback	0
TOP.591022c6.000245b2	user_options->machine_readable	0
TOP.591022c6.000245b2	user_options->markov_classic	0
TOP.591022c6.000245b2	user_options->markov_disable	0
TOP.591022c6.000245b2	user_options->markov_threshold	256
TOP.591022c6.000245b2	user_options->nvidia_spin_damp	100
TOP.591022c6.000245b2	user_options->opencl_info	0
TOP.591022c6.000245b2	user_options->opencl_vector_width	0
TOP.591022c6.000245b2	user_options->outfile_autohex	1
TOP.591022c6.000245b2	user_options->outfile_check_timer	5
TOP.591022c6.000245b2	user_options->outfile_format	3
TOP.591022c6.000245b2	user_options->potfile_disable	0
TOP.591022c6.000245b2	user_options->powertune_enable	0
TOP.591022c6.000245b2	user_options->quiet	0
TOP.591022c6.000245b2	user_options->remove	0
TOP.591022c6.000245b2	user_options->remove_timer	60
TOP.591022c6.000245b2	user_options->restore	0
TOP.591022c6.000245b2	user_options->restore_disable	0
TOP.591022c6.000245b2	user_options->restore_timer	60
TOP.591022c6.000245b2	user_options->rp_files_cnt	0
TOP.591022c6.000245b2	user_options->rp_gen	0
TOP.591022c6.000245b2	user_options->rp_gen_func_max	4
TOP.591022c6.000245b2	user_options->rp_gen_func_min	1
TOP.591022c6.000245b2	user_options->rp_gen_seed	0
TOP.591022c6.000245b2	user_options->runtime	0
TOP.591022c6.000245b2	user_options->scrypt_tmto	0
TOP.591022c6.000245b2	user_options->segment_size	33554432
TOP.591022c6.000245b2	user_options->show	0
TOP.591022c6.000245b2	user_options->status	0
TOP.591022c6.000245b2	user_options->status_timer	10
TOP.591022c6.000245b2	user_options->stdout_flag	0
TOP.591022c6.000245b2	user_options->speed_only	0
TOP.591022c6.000245b2	user_options->progress_only	0
TOP.591022c6.000245b2	user_options->usage	0
TOP.591022c6.000245b2	user_options->username	0
TOP.591022c6.000245b2	user_options->veracrypt_pim	0
TOP.591022c6.000245b2	user_options->version	0
TOP.591022c6.000245b2	user_options->weak_hash_threshold	0
TOP.591022c6.000245b2	user_options->workload_profile	2
TOP.591022c6.000245b2	proc_start	1494229702
TOP.591022c6.000245b2	proc_stop	1494229702
TOP.591022c6.000245b2	STOP
TOP.591022cf.000f0109	START
TOP.591022cf.000f0109	user_options->separator	:
TOP.591022cf.000f0109	user_options->custom_charset_1	?l?d?u
TOP.591022cf.000f0109	user_options->custom_charset_2	?l?d
TOP.591022cf.000f0109	user_options->custom_charset_3	?l?d*!$@_
TOP.591022cf.000f0109	user_options->rule_buf_l	:
TOP.591022cf.000f0109	user_options->rule_buf_r	:
TOP.591022cf.000f0109	user_options->session	hashcat
TOP.591022cf.000f0109	user_options->limit	0
TOP.591022cf.000f0109	user_options->skip	0
TOP.591022cf.000f0109	user_options->attack_mode	3
TOP.591022cf.000f0109	user_options->benchmark	0
TOP.591022cf.000f0109	user_options->bitmap_max	24
TOP.591022cf.000f0109	user_options->bitmap_min	16
TOP.591022cf.000f0109	user_options->debug_mode	0
TOP.591022cf.000f0109	user_options->force	0
TOP.591022cf.000f0109	user_options->gpu_temp_abort	90
TOP.591022cf.000f0109	user_options->gpu_temp_disable	0
TOP.591022cf.000f0109	user_options->gpu_temp_retain	0
TOP.591022cf.000f0109	user_options->hash_mode	0
TOP.591022cf.000f0109	user_options->hex_charset	0
TOP.591022cf.000f0109	user_options->hex_salt	0
TOP.591022cf.000f0109	user_options->hex_wordlist	0
TOP.591022cf.000f0109	user_options->increment	1
TOP.591022cf.000f0109	user_options->increment_max	54
TOP.591022cf.000f0109	user_options->increment_min	1
TOP.591022cf.000f0109	user_options->keep_guessing	0
TOP.591022cf.000f0109	user_options->kernel_accel	0
TOP.591022cf.000f0109	user_options->kernel_loops	0
TOP.591022cf.000f0109	user_options->keyspace	0
TOP.591022cf.000f0109	user_options->left	0
TOP.591022cf.000f0109	user_options->logfile_disable	0
TOP.591022cf.000f0109	user_options->loopback	0
TOP.591022cf.000f0109	user_options->machine_readable	0
TOP.591022cf.000f0109	user_options->markov_classic	0
TOP.591022cf.000f0109	user_options->markov_disable	0
TOP.591022cf.000f0109	user_options->markov_threshold	256
TOP.591022cf.000f0109	user_options->nvidia_spin_damp	100
TOP.591022cf.000f0109	user_options->opencl_info	0
TOP.591022cf.000f0109	user_options->opencl_vector_width	0
TOP.591022cf.000f0109	user_options->outfile_autohex	1
TOP.591022cf.000f0109	user_options->outfile_check_timer	5
TOP.591022cf.000f0109	user_options->outfile_format	3
TOP.591022cf.000f0109	user_options->potfile_disable	0
TOP.591022cf.000f0109	user_options->powertune_enable	0
TOP.591022cf.000f0109	user_options->quiet	0
TOP.591022cf.000f0109	user_options->remove	0
TOP.591022cf.000f0109	user_options->remove_timer	60
TOP.591022cf.000f0109	user_options->restore	0
TOP.591022cf.000f0109	user_options->restore_disable	0
TOP.591022cf.000f0109	user_options->restore_timer	60
TOP.591022cf.000f0109	user_options->rp_files_cnt	0
TOP.591022cf.000f0109	user_options->rp_gen	0
TOP.591022cf.000f0109	user_options->rp_gen_func_max	4
TOP.591022cf.000f0109	user_options->rp_gen_func_min	1
TOP.591022cf.000f0109	user_options->rp_gen_seed	0
TOP.591022cf.000f0109	user_options->runtime	0
TOP.591022cf.000f0109	user_options->scrypt_tmto	0
TOP.591022cf.000f0109	user_options->segment_size	33554432
TOP.591022cf.000f0109	user_options->show	0
TOP.591022cf.000f0109	user_options->status	0
TOP.591022cf.000f0109	user_options->status_timer	10
TOP.591022cf.000f0109	user_options->stdout_flag	0
TOP.591022cf.000f0109	user_options->speed_only	0
TOP.591022cf.000f0109	user_options->progress_only	0
